STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
"Andhra Pradesh","Alluri Sitharama Raju",PMGSY-II,2,0,2,0,0,0,14,8.9385,12.395,6.4294,0
"Andhra Pradesh",Anakapalli,PMGSY-II,5,0,5,0,0,0,34.62,21.309,31.291,16.1277,0
"Andhra Pradesh",Annamayya,PMGSY-II,6,0,6,0,0,0,42.6,19.726,39.315,16.685,0
"Andhra Pradesh","Dr BR Ambedkar Konaseema",PMGSY-I,209,8,209,8,0,0,443.65,126.9822,427.215,141.9707,0
"Andhra Pradesh","East Godavari",PMGSY-I,104,2,104,2,0,0,252.056,54.527,249.354,43.5468,0
"Andhra Pradesh",Eluru,PMGSY-I,175,2,175,2,0,0,421.675,99.6221,417.125,114.8553,0
"Andhra Pradesh",Guntur,PMGSY-I,109,1,109,1,0,0,266.58,50.3647,273.22,49.8978,0
"Andhra Pradesh",Krishna,PMGSY-III,16,6,6,0,10,6,95.023,115.75985,36.806,27.9772,56.337
"Andhra Pradesh",Kurnool,PMGSY-III,11,0,8,0,3,0,102.633,46.9505,79.163,34.3371,19.62
"Andhra Pradesh",Nandyal,PMGSY-II,5,0,5,0,0,0,54.93,32.6416,53.622,28.8901,0
"Andhra Pradesh",Nandyal,PM-JANMAN,1,0,0,0,1,0,7.11,4.4,0,0,7.11
"Andhra Pradesh","Parvathipuram Manyam",PM-JANMAN,19,0,0,0,19,0,38.65,39.56477,0,0,38.65
"Andhra Pradesh","Sri Sathya Sai",PMGSY-II,6,0,6,0,0,0,50.68,26.0758,49.658,21.8303,0
"Andhra Pradesh",Vizianagaram,PMGSY-I,176,3,174,3,2,0,519.45,119.6766,503.29,120.2743,16.1
"Andhra Pradesh","Y S R Kadapa",PMGSY-II,10,0,10,0,0,0,63.67,28.4113,62.345,28.3906,0
"Arunachal Pradesh",Changlang,PMGSY-I,100,28,99,28,1,0,949.981,534.7094,937.846,523.7373,10.52
"Arunachal Pradesh","East Siang",PMGSY-II,3,0,3,0,0,0,17.51,7.812,17.51,7.9531,0
"Arunachal Pradesh","Kra Daadi",PMGSY-I,49,18,42,11,7,7,1141.642,926.1711,995.13,897.1921,142.262
"Arunachal Pradesh","Kra Daadi",PMGSY-III,10,4,0,0,10,4,74.4,84.56496,0,0,74.4
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-I,29,4,29,4,0,0,171.48,104.4418,171.48,97.4866,0
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-II,4,0,4,0,0,0,18,8.82247,18,7.9,0
"Arunachal Pradesh","Lower Subansiri",PMGSY-II,5,0,5,0,0,0,28.14,30.5272,28.14,30.1846,0
"Arunachal Pradesh","Pakke kessang",PMGSY-III,3,2,0,0,3,2,16.95,23.2813,6.85,0,10.1
"Arunachal Pradesh",Siang,PMGSY-III,6,1,0,0,6,1,45.72,34.6605,1.5,1.5613,44.22
"Arunachal Pradesh","Upper Siang",PMGSY-III,4,0,0,0,4,0,27.1,23.69925,2.5,0,24.6
"Arunachal Pradesh","West Kameng",PMGSY-III,10,0,0,0,10,0,72.3,53.7646,0,9.3037,72.3
Assam,Baksa,PMGSY-II,8,4,8,4,0,0,55.431,41.1995,55.431,43.2605,0
Assam,Bongaigaon,PMGSY-II,4,1,4,1,0,0,19.904,14.2269,19.904,13.0526,0
Assam,Darrang,PMGSY-III,18,4,14,2,4,2,127.182,103.81488,101.9,71.6141,22.937
Assam,Dibrugarh,PMGSY-I,333,11,333,11,0,0,1015.233,514.56494,1009.482,569.6324,0
Assam,Golaghat,PMGSY-I,304,5,304,5,0,0,1204.084,611.48229,1203.511,627.4275,0
Assam,Jorhat,PMGSY-III,27,0,24,0,3,0,172.937,104.11161,152.472,86.2805,20.061
Assam,Kokrajhar,PMGSY-I,220,33,220,33,0,0,735.645,586.70618,734.945,589.5738,0
Assam,Kokrajhar,PMGSY-III,7,3,4,0,3,3,78.087,64.31841,34.52,24.0529,43.567
Assam,Lakhimpur,PMGSY-II,10,2,10,2,0,0,51.94,33.96306,51.94,32.548,0
Assam,N.C.Hills,PMGSY-I,80,7,79,7,1,0,494.63,287.1118,490.488,302.0262,0.321
Assam,N.C.Hills,PMGSY-III,21,10,11,1,10,9,207.566,169.82966,91.77,83.8721,115.796
Assam,Sibsagar,PMGSY-I,530,31,530,31,0,0,1287.658,658.33483,1270.561,729.5385,0
Assam,Sonitpur,PMGSY-I,352,58,352,58,0,0,1216.775,706.49605,1215.605,733.436,0
Assam,Udalguri,PMGSY-II,5,1,5,1,0,0,27.736,25.7462,27.736,25.8681,0
Bihar,Banka,PMGSY-I,488,69,486,69,2,0,1614.395,870.77704,1582.819,786.849,3.14
Bihar,Gaya,PMGSY-III,23,3,20,0,3,3,174.673,113.70823,143.601,68.3562,15.411
Bihar,Jamui,PMGSY-I,541,54,532,52,9,2,1846.65,1010.15891,1766.13,890.2753,18.658
Bihar,"Kaimur (Bhabhua)",PMGSY-I,524,3,520,3,4,0,2093.072,953.02647,2016.529,821.098,23.55
Bihar,Khagaria,PMGSY-II,3,0,3,0,0,0,14.967,6.5288,14.952,7.004,0
Bihar,Kishanganj,PMGSY-I,305,101,305,100,0,1,1251.501,895.2539,1222.233,826.8543,0
Bihar,Kishanganj,PMGSY-III,60,89,14,0,46,89,511.419,762.93691,121.097,104.3245,385.45
Bihar,Madhepura,PMGSY-III,34,23,22,12,12,11,359.093,428.98463,274.434,336.7404,83.468
Bihar,Madhubani,PMGSY-III,20,14,13,0,7,14,212.08,234.33669,137.507,115.3359,70.505
Bihar,Patna,PMGSY-II,15,0,14,0,1,0,110.76,43.94972,109.75,50.7724,0.3
Bihar,Purnia,PMGSY-III,32,69,20,37,12,32,318.905,484.96039,235.794,387.2283,78.628
Bihar,Sheikhpura,PMGSY-I,122,9,120,9,2,0,327.671,146.68576,295.014,144.6935,6
Bihar,Sitamarhi,PMGSY-I,651,111,643,110,8,1,1755.151,1383.7902,1696.858,1209.7923,10.025
Bihar,Siwan,PMGSY-I,501,4,501,4,0,0,1475.376,732.8235,1454.725,653.6685,0
Bihar,Supaul,PMGSY-III,20,13,15,9,5,4,151.835,156.20206,116.035,153.5916,32.265
Chhattisgarh,Balodabazar,PMGSY-II,7,0,7,0,0,0,90.31,57.6072,88.072,44.2343,0
Chhattisgarh,Balodabazar,PMGSY-III,18,5,18,1,0,4,187.49,136.68489,186,99.4945,0
Chhattisgarh,Balrampur,PM-JANMAN,113,0,0,0,113,0,374.63,245.1893,0,0,374.63
Chhattisgarh,Bastar,RCPLWEA,51,1,51,1,0,0,479.475,303.27069,475.58,206.7392,0
Chhattisgarh,Bilaspur,PMGSY-II,9,0,9,0,0,0,85.57,56.75817,85.47,54.9221,0
Chhattisgarh,Bilaspur,PM-JANMAN,32,0,0,0,32,0,126.55,91.39231,1.2,0,125.35
Chhattisgarh,Durg,PMGSY-III,15,6,15,4,0,2,99.75,77.8226,95.785,56.6543,0
Chhattisgarh,Jangir-Champa,PMGSY-I,369,0,369,0,0,0,1345.73,348.9464,1294.997,315.516,0
Chhattisgarh,Kawardha,PMGSY-I,349,11,349,11,0,0,1506.47,470.3142,1453.718,475.8791,0
Chhattisgarh,Kawardha,PMGSY-II,8,0,8,0,0,0,116.1,67.3321,113.87,58.633,0
Chhattisgarh,Kawardha,PM-JANMAN,76,0,0,0,76,0,273.595,196.5299,0,0,273.595
Chhattisgarh,Kondagaon,PMGSY-I,249,12,248,12,1,0,1201.185,457.53484,1144.046,518.8666,4.5
Chhattisgarh,Korba,PM-JANMAN,36,0,0,0,36,0,140.625,110.31198,0,0,140.625
Chhattisgarh,Mungeli,PMGSY-III,13,1,13,0,0,1,133.81,101.17747,135.001,91.8105,0
Chhattisgarh,Mungeli,PM-JANMAN,4,0,0,0,4,0,11.25,7.33941,0,0,11.25
Chhattisgarh,Narayanpur,PM-JANMAN,22,0,0,0,22,0,144.036,117.80412,0,0,144.036
Chhattisgarh,Raigarh,PMGSY-III,24,0,24,0,0,0,307.175,160.605,306.853,138.8714,0
Chhattisgarh,Rajnandgaon,PM-JANMAN,13,0,0,0,13,0,33.425,22.74885,1.5,0,31.925
Chhattisgarh,Sukma,PMGSY-II,1,0,1,0,0,0,40.4,22.0983,40.4,20.47,0
Chhattisgarh,Surguja,PMGSY-I,327,28,327,27,0,1,1531.09,458.0023,1483.911,484.641,0
Chhattisgarh,Surguja,PM-JANMAN,91,0,0,0,91,0,338.392,258.31517,0,0,338.392
Gujarat,Bhavnagar,PMGSY-II,4,0,4,0,0,0,52.08,24.4094,52.08,16.5053,0
Gujarat,Bhavnagar,PMGSY-III,11,6,9,0,2,6,99.063,77.9801,81.756,37.3651,17.8
Gujarat,Botad,PMGSY-I,26,0,26,0,0,0,79.435,12.7498,79.44,15.3514,0
Gujarat,Junagadh,PMGSY-I,25,0,25,0,0,0,63.97,8.5666,63.77,9.2885,0
Gujarat,Kheda,PMGSY-II,3,4,3,4,0,0,42.39,38.3096,42.47,28.7472,0
Gujarat,Kutch,PMGSY-II,4,0,4,0,0,0,57.24,43.8796,57.24,34.9572,0
Gujarat,Narmada,PMGSY-III,8,3,8,0,0,3,83.397,50.8225,83.383,38.2553,0
Gujarat,Navsari,PMGSY-I,222,0,222,0,0,0,448.7,105.8405,448.645,104.1331,0
Gujarat,Patan,PMGSY-I,76,0,76,0,0,0,175.4,42.1409,174.097,40.2023,0
Gujarat,Patan,PMGSY-II,4,0,4,0,0,0,34.8,25.5796,34.8,19.264,0
Gujarat,Porbandar,PMGSY-II,2,0,2,0,0,0,12.3,3.9311,12.3,3.7854,0
Gujarat,Rajkot,PMGSY-II,3,0,3,0,0,0,44.2,18.448,40.85,14.2535,0
Gujarat,Surat,PMGSY-III,12,11,12,0,0,11,100.895,99.09984,98.903,55.7861,0
Gujarat,Tapi,PMGSY-II,2,4,2,4,0,0,33.4,36.3583,33.7,33.3447,0
Gujarat,Vadodara,PMGSY-II,3,0,3,0,0,0,33.02,18.4555,33.02,15.1429,0
Gujarat,Valsad,PMGSY-I,271,29,271,29,0,0,784.585,245.0476,752.133,254.6429,0
Haryana,"Charkhi Dadri",PMGSY-I,10,0,10,0,0,0,106.45,42.6275,106.35,34.1111,0
Haryana,Faridabad,PMGSY-I,12,0,12,0,0,0,92.67,25.8458,91.678,26.8537,0
Haryana,Faridabad,PMGSY-II,0,2,0,2,0,0,0,3.8065,0,3.1549,0
Haryana,Faridabad,PMGSY-III,2,0,1,0,1,0,11.77,4.38726,5.72,1.9845,6.05
Haryana,Gurgaon,PMGSY-I,14,0,14,0,0,0,112.59,33.8266,112.595,33.8888,0
Haryana,Karnal,PMGSY-II,9,1,9,1,0,0,100.23,98.6994,100.225,87.4628,0
Haryana,Mohindergarh,PMGSY-I,20,0,20,0,0,0,199.27,79.4164,197.02,64.3346,0
Haryana,Palwal,PMGSY-II,5,0,5,0,0,0,51.47,57.6741,51.03,41.7525,0
Haryana,Panchkula,PMGSY-I,5,0,5,0,0,0,54.77,17.7898,54.77,19.1474,0
Haryana,Panchkula,PMGSY-II,1,0,1,0,0,0,6.4,4.1956,6.4,3.9212,0
Haryana,Panipat,PMGSY-II,4,0,4,0,0,0,33.59,31.7896,33.239,22.9247,0
Haryana,Sirsa,PMGSY-I,18,0,18,0,0,0,276.32,80.0627,276.32,72.9615,0
Haryana,Sirsa,PMGSY-II,4,2,4,2,0,0,70.28,60.5244,70.02,56.3356,0
Haryana,"Yamuna Nagar",PMGSY-II,5,0,5,0,0,0,53.24,56.8816,53.24,47.2958,0
Haryana,"Yamuna Nagar",PMGSY-III,8,0,8,0,0,0,56.51,20.90174,55.211,18.5746,0
"Himachal Pradesh",Bilaspur,PMGSY-II,6,0,6,0,0,0,67.425,56.4592,66.315,57.1789,0
"Himachal Pradesh",Kullu,PMGSY-I,250,6,243,6,7,0,1871.363,734.0279,1796.537,675.082,15.161
"Himachal Pradesh","Lahul And Spiti",PMGSY-II,2,0,2,0,0,0,31.115,31.4474,30.8,33.2482,0
"Himachal Pradesh",Mandi,PMGSY-III,29,0,1,0,28,0,362.1,359.57493,41.16,28.7507,320.94
"Himachal Pradesh",Shimla,PMGSY-III,49,0,1,0,48,0,571.68,551.48496,10,38.7426,561.52
"Himachal Pradesh",Una,PMGSY-II,9,1,9,1,0,0,85.345,75.988,83.729,77.9454,0
"Jammu And Kashmir",Baramula,PMGSY-III,22,0,11,0,11,0,149,146.0136,107.62,108.0843,40.59
"Jammu And Kashmir",Doda,PMGSY-II,6,0,5,0,1,0,41.5,38.3902,38.9,32.199,1.9
"Jammu And Kashmir",Jammu,PMGSY-II,15,4,15,4,0,0,57.05,55.0959,57,43.1974,0
"Jammu And Kashmir",Kathua,PMGSY-II,5,2,5,2,0,0,27,26.1104,27,22.1774,0
"Jammu And Kashmir",Kishtwar,PMGSY-II,5,0,3,0,2,0,18.75,17.339,17.9,12.3731,0.85
"Jammu And Kashmir",Kulgam,PMGSY-II,4,0,4,0,0,0,21.55,27.004,18.69,17.7407,0
"Jammu And Kashmir",Poonch,PMGSY-III,3,11,0,0,3,11,86.4,202.74419,40,58.442,46.4
"Jammu And Kashmir",Ramban,PMGSY-II,1,0,1,0,0,0,3,2.1229,3,1.5182,0
"Jammu And Kashmir",Samba,PMGSY-II,4,1,4,1,0,0,10.1,9.6632,10.1,7.1517,0
"Jammu And Kashmir",Udhampur,PMGSY-I,398,60,386,55,12,5,3033.195,1773.4541,2908.533,1688.2384,77.132
Jharkhand,Bokaro,PMGSY-I,366,11,366,11,0,0,1218.381,423.87659,1159.405,353.3851,0
Jharkhand,Bokaro,PMGSY-II,7,0,7,0,0,0,73.066,31.50319,73.066,18.1113,0
Jharkhand,Bokaro,PMGSY-III,15,9,12,5,3,4,162.527,118.8933,151.615,95.63,9.824
Jharkhand,Chatra,PM-JANMAN,3,0,0,0,3,0,3.96,3.2842,0,0,3.96
Jharkhand,Deoghar,PMGSY-II,8,0,8,0,0,0,78.895,41.2617,78.178,34.1931,0
Jharkhand,Deoghar,PMGSY-III,18,2,5,0,13,2,160.47,105.2488,74.573,71.5611,84.4
Jharkhand,Dhanbad,PMGSY-II,5,0,5,0,0,0,39.541,18.0058,39.535,15.3543,0
Jharkhand,Dumka,PMGSY-I,452,20,452,20,0,0,1447.388,576.67061,1419.533,519.2694,0
Jharkhand,Garhwa,PMGSY-III,35,25,2,0,33,25,278.995,260.79578,24.72,102.0986,254.275
Jharkhand,Godda,PMGSY-II,8,1,8,1,0,0,72.92,42.7545,71.892,36.6694,0
Jharkhand,Gumla,PMGSY-I,546,36,544,36,2,0,1865.532,627.57925,1834.769,597.0424,0.1
Jharkhand,Hazaribagh,RCPLWEA,14,6,14,6,0,0,123.328,108.07188,123.328,93.9569,0
Jharkhand,Hazaribagh,PMGSY-III,16,7,6,0,10,7,190.09,160.63616,92.124,83.5711,97.971
Jharkhand,Jamtara,PMGSY-II,3,0,3,0,0,0,37.705,29.2106,37.18,24.3563,0
Jharkhand,Khunti,PMGSY-II,11,0,11,0,0,0,136.355,89.8822,135.975,69.6886,0
Jharkhand,Khunti,PMGSY-III,25,10,14,1,11,9,219.64,185.54227,141.825,118.3414,77.725
Jharkhand,Koderma,PMGSY-I,78,6,78,6,0,0,398.911,143.08113,380.066,121.5654,0
Jharkhand,Latehar,RCPLWEA,27,31,8,20,19,11,230.93,268.15713,199.15,201.6784,31.78
Jharkhand,"Pashchimi Singhbhum",PMGSY-I,467,40,462,33,5,7,2203.987,909.47745,2159.914,865.2287,10.95
Jharkhand,"Purbi Singhbhum",PMGSY-I,668,5,668,5,0,0,1952.658,645.03775,1875.058,585.323,0
Jharkhand,Ramgarh,PMGSY-II,3,0,3,0,0,0,42.7,26.83655,42.43,20.65,0
Jharkhand,"Saraikela Kharsawan",PMGSY-I,200,3,196,3,4,0,675.932,226.6499,616.539,197.7627,13.528
Jharkhand,"Saraikela Kharsawan",PMGSY-II,7,0,7,0,0,0,52.16,30.79855,52.045,28.775,0
Jharkhand,Simdega,PMGSY-III,8,2,4,0,4,2,95.037,75.24856,61.709,56.9691,33.075
Karnataka,"Bangalore R",PMGSY-I,114,0,114,0,0,0,591.9,106.2548,591.9,109.9389,0
Karnataka,Belgaum,PMGSY-II,18,0,18,0,0,0,123.41,58.9269,120.54,58.9131,0
Karnataka,Bidar,PMGSY-III,35,0,34,0,1,0,189.06,102.67988,181.361,91.0088,5
Karnataka,Chamarajanagar,PMGSY-I,68,0,68,0,0,0,315.695,57.0738,315.695,69.2926,0
Karnataka,Chamarajanagar,PM-JANMAN,5,0,0,0,5,0,5.58,3.8801,0,0,5.58
Karnataka,Chickballapur,PMGSY-I,113,0,113,0,0,0,547.87,104.0092,547.87,120.9034,0
Karnataka,Chitradurga,PMGSY-III,26,0,26,0,0,0,168.18,88.6759,167.91,85.6792,0
Karnataka,"Dakshina Kannada",PMGSY-III,21,7,21,7,0,0,172.595,151.51757,172.02,157.0854,0
Karnataka,Dharwad,PMGSY-III,22,16,17,15,5,1,164.51,132.0631,146.646,124.8121,15.39
Karnataka,Hassan,PMGSY-II,14,0,14,0,0,0,75.33,33.5213,74.676,35.6829,0
Karnataka,Haveri,PMGSY-I,112,1,112,1,0,0,705.52,162.3088,705.543,195.5453,0
Karnataka,Haveri,PMGSY-II,12,0,12,0,0,0,70,30.4975,69.035,29.6601,0
Karnataka,Kodagu,PM-JANMAN,12,0,0,0,12,0,13.19,11.83807,0,0,13.19
Karnataka,Kolar,PMGSY-I,103,0,103,0,0,0,614.29,117.9051,614.53,125.7489,0
Karnataka,Koppal,PMGSY-I,103,2,103,2,0,0,535.45,115.1323,535.45,115.97,0
Karnataka,Raichur,PMGSY-III,24,3,20,2,4,1,177.95,119.72044,164.412,111.7481,4.65
Karnataka,Tumkur,PMGSY-I,178,0,178,0,0,0,964.53,179.6927,964.68,205.5554,0
Karnataka,Tumkur,PMGSY-II,16,0,16,0,0,0,128.77,59.5497,128.24,51.2594,0
Karnataka,Tumkur,PMGSY-III,51,5,47,5,4,0,300.526,190.41821,293.126,178.9078,6.94
Karnataka,"Uttara Kannada",PMGSY-III,47,13,44,11,3,2,300.7,217.79293,282.628,228.9891,11.61
Kerala,Ernakulam,PMGSY-III,26,1,5,0,21,1,146.379,118.90189,48.912,35.5486,96.498
Kerala,Idukki,PMGSY-III,24,3,3,0,21,3,138.162,122.42605,40.176,33.0745,97.984
Kerala,Kannur,PMGSY-II,9,2,6,2,3,0,49.057,50.73585,48.022,39.4743,0.543
Kerala,Kasaragod,PMGSY-II,8,0,6,0,2,0,39.141,31.55872,30.203,22.9404,8.938
Kerala,Kasaragod,PMGSY-III,13,0,4,0,9,0,70.907,55.63142,23.831,13.9539,46.739
Kerala,Kottayam,PMGSY-I,61,0,59,0,2,0,151.898,74.0742,143.087,91.701,6.883
Kerala,Kottayam,PMGSY-II,13,0,12,0,1,0,42.982,32.1583,41.428,25.7073,1.253
Kerala,Malappuram,PMGSY-III,31,1,15,0,16,1,136.268,128.70604,60.55,48.21,75.687
Kerala,Palakkad,PMGSY-III,25,2,2,0,23,2,135.815,132.32241,43.835,26.7181,91.889
Kerala,Pathanamthitta,PMGSY-II,10,0,10,0,0,0,28.112,21.7898,28.002,18.1261,0
Kerala,Thrissur,PMGSY-II,11,0,11,0,0,0,35.671,22.2808,34.788,16.919,0
Kerala,Wayanad,PMGSY-II,7,0,7,0,0,0,36.5,34.0362,36.37,26.6839,0
Kerala,Wayanad,PMGSY-III,11,2,2,0,9,2,69.09,66.20637,26.268,13.7829,42.822
Ladakh,Kargil,PMGSY-II,8,1,6,1,2,0,43.3,54.9769,41.85,47.1125,1.6
"Madhya Pradesh",Alirajpur,PMGSY-III,21,20,21,12,0,8,205.02,189.05843,200.374,114.9108,0
"Madhya Pradesh",Anuppur,PM-JANMAN,62,0,0,0,62,0,154.565,111.6473,4,0,150.565
"Madhya Pradesh",Barwani,PMGSY-II,11,18,11,18,0,0,104.689,90.48632,104.694,70.5735,0
"Madhya Pradesh",Betul,PMGSY-II,16,7,16,7,0,0,193.142,143.43732,188.772,131.6025,0
"Madhya Pradesh",Bhind,PMGSY-III,22,2,17,2,5,0,192.832,128.80379,184.725,98.8573,6.205
"Madhya Pradesh",Bhopal,PMGSY-I,122,2,122,2,0,0,384.04,149.6057,349.71,140.4538,0
"Madhya Pradesh",Chhatarpur,PMGSY-I,485,4,485,4,0,0,1920.965,532.60199,1869.575,512.6195,0
"Madhya Pradesh",Chhindwara,PMGSY-II,9,13,9,13,0,0,197.48,148.0918,189.237,132.1138,0
"Madhya Pradesh",Chhindwara,PMGSY-III,30,43,20,21,10,22,435.541,384.76969,389.045,241.6939,44.455
"Madhya Pradesh",Damoh,PMGSY-II,6,4,5,4,1,0,138.571,79.7324,136.31,71.5239,2.2
"Madhya Pradesh",Datia,PMGSY-I,222,2,222,2,0,0,813.455,235.85814,798.663,198.1627,0
"Madhya Pradesh",Datia,PMGSY-III,12,2,12,1,0,1,110.343,98.05289,108.806,73.5852,0
"Madhya Pradesh",Dhar,PMGSY-III,46,75,46,56,0,19,540.855,569.03278,534.237,373.5744,0
"Madhya Pradesh",Dindori,PMGSY-I,444,4,444,4,0,0,1694.995,458.4714,1662.499,450.2527,0
"Madhya Pradesh",Dindori,PMGSY-II,7,4,7,4,0,0,83.21,53.39352,79.117,57.7301,0
"Madhya Pradesh",Dindori,PMGSY-III,23,5,20,0,3,5,262.155,197.15199,257.264,106.9619,1.845
"Madhya Pradesh",Harda,PMGSY-II,3,1,3,1,0,0,59.86,38.31338,57.5,36.4251,0
"Madhya Pradesh",Hoshangabad,PMGSY-III,25,15,18,10,7,5,270.328,199.08407,240.415,134.826,25.31
"Madhya Pradesh",Jabalpur,PMGSY-II,12,1,12,1,0,0,88.569,55.16428,88.128,48.6699,0
"Madhya Pradesh",Katni,PMGSY-III,25,3,22,1,3,2,229.589,155.29346,222.235,121.4596,2.932
"Madhya Pradesh",Katni,PM-JANMAN,1,0,0,0,1,0,3.5,2.84269,0,0,3.5
"Madhya Pradesh",Mandsour,PMGSY-III,7,13,7,11,0,2,192.736,169.80764,189.417,122.4506,0
"Madhya Pradesh",Narsinghpur,PMGSY-II,5,1,5,1,0,0,74.675,42.6407,69.356,38.9112,0
"Madhya Pradesh",Panna,PMGSY-III,17,20,13,8,4,12,238.505,219.4823,216.967,132.5613,18.76
"Madhya Pradesh",Raisen,PMGSY-II,11,9,11,9,0,0,104.255,87.05899,101.989,77.3582,0
"Madhya Pradesh",Rajgarh,PMGSY-I,427,10,427,10,0,0,1661.48,532.86189,1579.762,456.2403,0
"Madhya Pradesh",Ratlam,PMGSY-I,406,20,406,20,0,0,1441.27,452.61312,1432.071,434.2625,0
"Madhya Pradesh",Ratlam,PMGSY-II,5,7,5,7,0,0,93.925,86.37772,94.187,76.223,0
"Madhya Pradesh",Sagar,PMGSY-II,13,8,13,8,0,0,178.727,151.28449,177.55,140.3944,0
"Madhya Pradesh",Satna,PMGSY-II,11,2,11,2,0,0,113.13,78.0208,111.202,73.351,0
"Madhya Pradesh",Sehore,PMGSY-III,20,10,20,6,0,4,219.53,184.85495,217.098,135.2944,0
"Madhya Pradesh",Shivpuri,PMGSY-II,10,3,10,3,0,0,190.632,134.90602,185.327,111.9422,0
"Madhya Pradesh",Shivpuri,PMGSY-III,25,11,24,8,1,3,340.067,276.18536,333.653,184.7408,0.37
"Madhya Pradesh",Shivpuri,PM-JANMAN,24,0,0,0,24,0,70.178,51.57859,0,0,70.178
"Madhya Pradesh",Singrauli,PMGSY-III,11,0,10,0,1,0,150.8,99.8944,150.164,75.8621,0
"Madhya Pradesh",Ujjain,PMGSY-I,517,7,517,7,0,0,1882.956,653.51385,1836.344,657.7292,0
"Madhya Pradesh",Umaria,PMGSY-I,278,12,278,12,0,0,1304.785,394.06145,1248.706,408.0965,0
Maharashtra,Ahmednagar,PMGSY-III,60,4,10,0,50,4,418.75,326.1721,74.03,163.635,344.72
Maharashtra,Amrawati,PMGSY-III,28,26,25,0,3,26,180.125,181.98311,171.611,117.1675,5.7
Maharashtra,Aurangabad,PMGSY-II,19,4,19,4,0,0,96.55,57.384,94.983,50.3306,0
Maharashtra,Beed,PMGSY-III,35,3,8,0,27,3,224.36,198.08618,80.4,87.2042,142.31
Maharashtra,Buldhana,PMGSY-I,133,14,133,14,0,0,564.63,125.0043,564.63,126.5149,0
Maharashtra,Chandrapur,RCPLWEA,20,44,20,44,0,0,131.96,194.261,130.31,160.3329,0
Maharashtra,Chandrapur,PMGSY-III,23,19,17,0,6,19,164.166,180.99309,126.908,86.3048,35.568
Maharashtra,Dhule,PMGSY-II,7,6,7,6,0,0,59.29,35.8535,59.29,30.0629,0
Maharashtra,Gadchiroli,PMGSY-III,23,2,3,0,20,2,152.76,131.61999,16.65,46.7793,135.58
Maharashtra,Gondia,PMGSY-II,13,1,13,1,0,0,86.81,49.5096,86.42,39.5875,0
Maharashtra,Hingoli,PMGSY-I,170,20,170,20,0,0,488.07,101.0282,486.37,98.4918,0
Maharashtra,Latur,PMGSY-III,24,9,8,0,16,9,169.973,171.9307,117.649,96.5695,52.424
Maharashtra,Nanded,PMGSY-II,15,5,15,5,0,0,107.23,64.4296,107.03,53.6438,0
Maharashtra,Osmanabad,PMGSY-I,135,44,135,44,0,0,461.4,125.198,461.4,120.056,0
Maharashtra,Osmanabad,PMGSY-II,7,9,7,9,0,0,60.35,50.1433,60.3,47.0803,0
Maharashtra,Palghar,PMGSY-I,186,1,186,1,0,0,371.319,132.5923,357.308,119.3815,0
Maharashtra,Pune,PMGSY-III,47,1,5,0,42,1,302.635,256.12758,89.261,108.0182,212.79
Maharashtra,Raigad,PMGSY-II,9,0,9,0,0,0,59.569,27.5518,59.122,25.4363,0
Maharashtra,Ratnagiri,PMGSY-II,14,7,14,7,0,0,85.91,50.1249,85.61,47.7912,0
Maharashtra,Sangali,PMGSY-I,207,8,207,8,0,0,692.662,151.3623,676.734,153.4437,0
Maharashtra,Sindhudurg,PMGSY-II,17,3,17,3,0,0,81.782,53.8889,94.798,52.4985,0
Maharashtra,Yavatmal,PMGSY-I,147,37,147,37,0,0,913.3,230.781,918.3,567.0564,0
Manipur,Bishnupur,PMGSY-III,5,0,0,0,5,0,39.21,29.16435,0,0,39.21
Manipur,"Imphal East",PMGSY-II,15,0,14,0,1,0,85.72,71.2072,85.52,58.6697,0.2
Manipur,"Imphal East",PMGSY-III,10,0,0,0,10,0,79.39,76.83461,0,0,79.39
Manipur,Tamenglong,PMGSY-III,2,0,0,0,2,0,20.2,17.74663,0,0,20.2
Meghalaya,"South Garo Hills",PMGSY-III,6,7,0,0,6,7,40.385,83.90887,0,5.3752,40.385
Meghalaya,"West Khasi Hills",PMGSY-II,16,1,15,0,1,1,82.75,48.48534,77.75,45.6327,5
Mizoram,Kolasib,PMGSY-I,6,0,6,0,0,0,63.87,60.5714,63.87,51.9248,0
Mizoram,Kolasib,PMGSY-III,1,0,0,0,1,0,6.12,4.6329,0,0,6.12
Mizoram,Mamit,PMGSY-III,3,0,0,0,3,0,111.31,115.49372,0,0,111.31
Mizoram,Serchhip,PMGSY-II,1,0,1,0,0,0,16,14.2014,15.5,11.0998,0
Nagaland,Kiphire,PMGSY-I,38,10,37,10,1,0,667.74,243.3672,655.74,241.5537,12
